0.376548	0.0156063
0.378164	0.0157392
0.379779	0.0158726
0.381393	0.0160064
0.383006	0.0161406
0.384618	0.0162753
0.386228	0.0164104
0.387837	0.016546
0.389445	0.016682
0.391052	0.0168184
0.392658	0.0169553
0.394263	0.0170926
0.395866	0.0172304
0.397468	0.0173685
0.399069	0.0175071
0.400669	0.0176461
0.402267	0.0177856
0.403865	0.0179254
0.405461	0.0180657
0.407056	0.0182064
0.408649	0.0183475
0.410241	0.018489
0.411832	0.0186309
0.413422	0.0187732
0.415011	0.018916
0.416598	0.0190591
0.418184	0.0192026
0.419769	0.0193466
0.421352	0.0194909
0.422935	0.0196356
0.424516	0.0197807
0.426095	0.0199262
0.427673	0.0200721
0.42925	0.0202184
0.430826	0.0203651
0.432401	0.0205122
0.433974	0.0206596
0.435545	0.0208074
0.437116	0.0209556
0.438685	0.0211041
0.440253	0.0212531
0.441819	0.0214024
0.443384	0.021552
0.444948	0.0217021
0.44651	0.0218525
0.448071	0.0220032
0.449631	0.0221543
0.451189	0.0223058
0.452746	0.0224576
0.454301	0.0226098
0.455856	0.0227623
0.457408	0.0229152
0.45896	0.0230684
0.46051	0.023222
0.462058	0.0233759
0.463605	0.0235301
0.465151	0.0236847
0.466695	0.0238396
0.468238	0.0239948
0.46978	0.0241504
0.47132	0.0243063
0.472858	0.0244625
0.474396	0.0246191
0.475931	0.0247759
0.477465	0.0249331
0.478998	0.0250906
0.48053	0.0252484
0.48206	0.0254066
0.483588	0.025565
0.485115	0.0257237
0.48664	0.0258828
0.488164	0.0260421
0.489687	0.0262018
0.491208	0.0263617
0.492727	0.026522
0.494245	0.0266825
0.495762	0.0268434
0.497277	0.0270045
0.49879	0.0271659
0.500302	0.0273276
0.501813	0.0274895
0.503322	0.0276518
0.504829	0.0278143
0.506335	0.0279771
0.507839	0.0281402
0.509342	0.0283035
0.510843	0.0284671
0.512343	0.028631
0.513841	0.0287951
0.515337	0.0289595
0.516832	0.0291241
0.518326	0.0292891
0.519817	0.0294542
0.521308	0.0296196
0.522796	0.0297853
0.524283	0.0299512
0.525769	0.0301173
0.527252	0.0302837
0.528735	0.0304504
0.530215	0.0306172
0.531694	0.0307843
0.533172	0.0309517
0.534647	0.0311192
0.536121	0.031287
0.537594	0.031455
0.539065	0.0316232
0.540534	0.0317917
0.542002	0.0319604
0.543467	0.0321292
0.544932	0.0322983
0.546394	0.0324676
0.547855	0.0326371
0.549315	0.0328069
0.550772	0.0329768
0.552228	0.0331469
0.553682	0.0333172
0.555135	0.0334877
0.556586	0.0336584
0.558035	0.0338293
0.559482	0.0340004
0.560928	0.0341717
0.562372	0.0343431
0.563814	0.0345148
0.565255	0.0346866
0.566694	0.0348585
0.568131	0.0350307
0.569566	0.035203
0.571	0.0353755
0.572432	0.0355482
0.573862	0.035721
0.575291	0.035894
0.576718	0.0360671
0.578142	0.0362404
0.579566	0.0364138
0.580987	0.0365874
0.582407	0.0367612
0.583825	0.0369351
0.585241	0.0371091
0.586655	0.0372833
0.588068	0.0374576
0.589478	0.037632
0.590887	0.0378066
0.592294	0.0379813
0.5937	0.0381562
0.595103	0.0383311
0.596505	0.0385062
0.597905	0.0386814
0.599303	0.0388567
0.600699	0.0390322
0.602094	0.0392077
0.603486	0.0393834
0.604877	0.0395592
0.606266	0.039735
0.607653	0.039911
0.609038	0.0400871
0.610422	0.0402633
0.611803	0.0404395
0.613183	0.0406159
0.614561	0.0407923
0.615937	0.0409689
0.617311	0.0411455
0.618683	0.0413222
0.620053	0.041499
0.621421	0.0416759
0.622788	0.0418528
0.624152	0.0420298
0.625515	0.0422069
0.626876	0.042384
0.628235	0.0425612
0.629592	0.0427385
0.630947	0.0429158
0.6323	0.0430932
0.633651	0.0432707
0.635	0.0434482
0.636348	0.0436257
0.637693	0.0438033
0.639036	0.0439809
0.640378	0.0441586
0.641717	0.0443363
0.643055	0.0445141
0.644391	0.0446919
0.645724	0.0448697
0.647056	0.0450475
0.648386	0.0452254
0.649713	0.0454033
0.651039	0.0455812
0.652363	0.0457591
0.653685	0.0459371
0.655005	0.0461151
0.656322	0.046293
0.657638	0.046471
0.658952	0.046649
0.660264	0.046827
0.661574	0.047005
0.662881	0.047183
0.664187	0.047361
0.665491	0.047539
0.666793	0.047717
0.668092	0.0478949
0.66939	0.0480729
0.670686	0.0482508
0.671979	0.0484287
0.673271	0.0486066
0.67456	0.0487845
0.675848	0.0489623
0.677133	0.0491401
0.678416	0.0493179
0.679697	0.0494956
0.680977	0.0496734
0.682254	0.049851
0.683529	0.0500286
0.684802	0.0502062
0.686072	0.0503838
0.687341	0.0505612
0.688608	0.0507387
0.689872	0.0509161
0.691135	0.0510934
0.692395	0.0512706
0.693653	0.0514478
0.694909	0.051625
0.696163	0.051802
0.697415	0.051979
0.698665	0.0521559
0.699913	0.0523328
0.701158	0.0525096
0.702402	0.0526863
0.703643	0.0528629
0.704882	0.0530394
0.706119	0.0532158
0.707354	0.0533922
0.708586	0.0535684
0.709817	0.0537446
0.711045	0.0539206
0.712271	0.0540966
0.713495	0.0542725
0.714717	0.0544482
0.715936	0.0546239
0.717154	0.0547994
0.718369	0.0549748
0.719582	0.0551502
0.720793	0.0553254
0.722002	0.0555004
0.723208	0.0556754
0.724413	0.0558502
0.725615	0.0560249
0.726814	0.0561995
0.728012	0.0563739
0.729208	0.0565482
0.730401	0.0567224
0.731592	0.0568964
0.73278	0.0570703
0.733967	0.0572441
0.735151	0.0574177
0.736333	0.0575911
0.737513	0.0577644
0.738691	0.0579376
0.739866	0.0581106
0.741039	0.0582834
0.74221	0.0584561
0.743378	0.0586286
0.744545	0.0588009
0.745709	0.0589731
0.74687	0.0591451
0.74803	0.0593169
0.749187	0.0594886
0.750342	0.05966
0.751494	0.0598313
0.752645	0.0600024
0.753793	0.0601734
0.754939	0.0603441
0.756082	0.0605147
0.757223	0.060685
0.758362	0.0608552
0.759498	0.0610251
0.760633	0.0611949
0.761764	0.0613645
0.762894	0.0615338
0.764021	0.061703
0.765146	0.061872
0.766269	0.0620407
0.767389	0.0622092
0.768507	0.0623775
0.769622	0.0625456
0.770736	0.0627135
0.771847	0.0628811
0.772955	0.0630486
0.774061	0.0632158
0.775165	0.0633827
0.776267	0.0635495
0.777366	0.063716
0.778462	0.0638822
0.779557	0.0640483
0.780649	0.0642141
0.781738	0.0643796
0.782825	0.0645449
0.78391	0.0647099
0.784993	0.0648748
0.786073	0.0650393
0.78715	0.0652036
0.788226	0.0653676
0.789298	0.0655314
0.790369	0.0656949
0.791437	0.0658582
0.792503	0.0660212
0.793566	0.0661839
0.794627	0.0663464
